"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.0.250","EUR","APP","1","8619","288","110","4","1686239278848"
"192.168.0.190","USA","APP","2","11679","389","63","3","1686239278853"
"192.168.0.220","EUR","index.html","2","7215","248","59","7","1686239278858"
"192.168.0.240","USA","APP","0","7729","261","135","3","1686239278861"
"192.168.0.180","USA","index.html","1","11918","404","83","3","1686239278864"
"192.168.0.220","EUR","APP","2","7252","249","42","7","1686239278869"
"192.168.0.240","ASI","FILE","0","7759","262","129","2","1686239278872"
"192.168.0.190","ASI","APP","0","11712","390","110","3","1686239278875"
"192.168.0.210","EUR","FILE","2","8023","265","66","6","1686239278878"
"192.168.0.240","EUR","APP","1","7786","263","108","7","1686239278881"
"192.168.0.190","ASI","APP","0","11736","391","174","1","1686239278886"
"192.168.0.210","USA","APP","2","8054","266","79","3","1686239278889"
"192.168.0.250","USA","FILE","2","8652","289","77","3","1686239278892"
"192.168.0.190","USA","APP","0","11765","392","171","3","1686239278895"
"192.168.0.200","USA","index.html","0","8521","280","130","4","1686239278900"
"192.168.0.230","EUR","index.html","1","7640","243","105","7","1686239278904"
"192.168.0.180","EUR","FILE","1","11954","405","110","7","1686239278907"
"192.168.0.210","USA","index.html","2","8075","267","75","4","1686239278912"
"192.168.0.240","EUR","APP","2","7814","264","60","6","1686239278917"
"192.168.0.180","USA","APP","1","11980","406","97","3","1686239278921"
"192.168.0.220","USA","FILE","2","7286","250","69","4","1686239278924"
"192.168.0.250","USA","index.html","1","8672","290","93","4","1686239278927"
"192.168.0.190","ASI","APP","0","11785","393","191","2","1686239278931"
"192.168.0.220","EUR","APP","1","7313","251","111","6","1686239278935"
"192.168.0.250","USA","FILE","0","8703","291","104","4","1686239278937"
"192.168.0.190","EUR","FILE","0","11817","394","184","6","1686239278940"
"192.168.0.200","ASI","index.html","0","8538","281","138","3","1686239278943"
"192.168.0.230","USA","FILE","0","7679","244","184","3","1686239278949"
"192.168.0.180","USA","APP","2","12015","407","45","3","1686239278953"
"192.168.0.220","USA","APP","1","7339","252","117","3","1686239278956"
"192.168.0.230","ASI","FILE","1","7718","245","99","2","1686239278959"
"192.168.0.180","ASI","FILE","1","12057","408","82","2","1686239278964"
"192.168.0.200","ASI","index.html","1","8558","282","86","3","1686239278967"
"192.168.0.250","EUR","index.html","2","8726","292","60","5","1686239278971"
"192.168.0.180","USA","index.html","0","12076","409","107","3","1686239278974"
"192.168.0.220","ASI","index.html","0","7357","253","127","1","1686239278978"
"192.168.0.250","ASI","APP","1","8751","293","107","1","1686239278980"
"192.168.0.180","USA","APP","1","12103","410","111","4","1686239278984"
"192.168.0.200","ASI","APP","0","8586","283","105","3","1686239278987"
"192.168.0.230","USA","APP","0","7749","246","131","3","1686239278991"
"192.168.0.190","ASI","APP","2","11856","395","41","3","1686239278996"
"192.168.0.200","EUR","index.html","2","8608","284","65","6","1686239278999"
"192.168.0.240","USA","index.html","0","7830","265","179","4","1686239279003"
"192.168.0.190","ASI","index.html","1","11874","396","109","1","1686239279006"
"192.168.0.210","EUR","FILE","0","8102","268","184","5","1686239279010"
"192.168.0.230","EUR","FILE","1","7780","247","108","6","1686239279016"
"192.168.0.190","USA","APP","0","11898","397","114","4","1686239279018"
"192.168.0.220","EUR","APP","0","7378","254","184","7","1686239279022"
"192.168.0.230","ASI","APP","1","7808","248","76","2","1686239279026"
"192.168.0.180","USA","index.html","2","12125","411","69","3","1686239279030"
"192.168.0.220","USA","index.html","1","7397","255","104","4","1686239279033"
"192.168.0.250","ASI","index.html","1","8770","294","96","1","1686239279036"
"192.168.0.180","EUR","FILE","2","12169","412","55","5","1686239279040"
"192.168.0.220","EUR","FILE","1","7446","256","87","6","1686239279044"
"192.168.0.240","ASI","index.html","2","7852","266","67","1","1686239279047"
"192.168.0.180","USA","FILE","1","12208","413","113","4","1686239279050"
"192.168.0.210","ASI","index.html","1","8122","269","88","1","1686239279054"
"192.168.0.250","USA","index.html","1","8791","295","85","3","1686239279057"
"192.168.0.190","ASI","APP","2","11935","398","61","3","1686239279060"
"192.168.0.220","EUR","APP","0","7478","257","102","7","1686239279064"
"192.168.0.230","EUR","APP","0","7837","249","102","5","1686239279067"
"192.168.0.190","USA","FILE","1","11982","399","105","4","1686239279071"
"192.168.0.210","EUR","FILE","1","8170","270","84","5","1686239279074"
"192.168.0.240","EUR","index.html","2","7873","267","72","4","1686239279077"
"192.168.0.190","ASI","FILE","1","12028","400","117","2","1686239279080"
"192.168.0.200","ASI","FILE","2","8661","285","45","1","1686239279085"
"192.168.0.240","USA","APP","0","7898","268","180","4","1686239279090"
"192.168.0.190","USA","APP","0","12055","401","199","4","1686239279093"
"192.168.0.220","ASI","index.html","2","7503","258","53","2","1686239279096"
"192.168.0.250","EUR","APP","2","8831","296","47","7","1686239279100"
"192.168.0.180","EUR","APP","2","12236","414","74","6","1686239279104"
"192.168.0.220","EUR","FILE","1","7538","259","105","7","1686239279107"
"192.168.0.250","USA","index.html","1","8851","297","94","3","1686239279110"
"192.168.0.190","USA","FILE","0","12100","402","155","3","1686239279113"
"192.168.0.210","USA","APP","2","8202","271","68","4","1686239279120"
"192.168.0.250","EUR","FILE","2","8894","298","70","4","1686239279123"
"192.168.0.180","ASI","index.html","1","12258","415","76","3","1686239279126"
"192.168.0.200","EUR","FILE","0","8700","286","146","5","1686239279129"
"192.168.0.240","EUR","index.html","0","7915","269","150","6","1686239279134"
"192.168.0.190","ASI","APP","0","12128","403","141","1","1686239279137"
"192.168.0.220","USA","index.html","1","7558","260","94","4","1686239279141"
"192.168.0.230","ASI","FILE","1","7881","250","118","1","1686239279144"
"192.168.0.190","EUR","FILE","0","12168","404","173","7","1686239279149"
"192.168.0.210","EUR","APP","2","8238","272","55","5","1686239279152"
"192.168.0.250","ASI","index.html","2","8921","299","46","3","1686239279155"
"192.168.0.180","USA","FILE","1","12292","416","87","4","1686239279159"
"192.168.0.220","EUR","FILE","2","7610","261","43","5","1686239279164"
"192.168.0.230","USA","index.html","0","7897","251","172","4","1686239279167"
"192.168.0.180","EUR","FILE","1","12331","417","81","5","1686239279170"
"192.168.0.210","ASI","APP","0","8269","273","127","2","1686239279173"
"192.168.0.230","USA","FILE","2","7933","252","57","4","1686239279176"
"192.168.0.180","USA","FILE","2","12368","418","54","3","1686239279183"
"192.168.0.220","USA","FILE","1","7657","262","106","3","1686239279186"
"192.168.0.250","USA","FILE","1","8967","300","102","4","1686239279189"
"192.168.0.190","ASI","FILE","2","12201","405","69","2","1686239279193"
"192.168.0.220","EUR","APP","1","7691","263","81","4","1686239279197"
"192.168.0.240","USA","FILE","0","7947","270","183","4","1686239279200"
"192.168.0.190","EUR","APP","2","12241","406","49","6","1686239279203"
"192.168.0.220","EUR","APP","0","7719","264","128","6","1686239279206"
"192.168.0.230","USA","FILE","2","7983","253","51","4","1686239279210"
"192.168.0.190","USA","FILE","1","12288","407","113","4","1686239279213"
"192.168.0.210","ASI","APP","1","8299","274","77","3","1686239279216"
"192.168.0.240","EUR","index.html","1","7968","271","85","4","1686239279219"
"192.168.0.180","ASI","FILE","2","12406","419","66","2","1686239279223"
"192.168.0.220","USA","APP","0","7748","265","117","4","1686239279228"
"192.168.0.250","EUR","FILE","0","9009","301","132","6","1686239279232"
"192.168.0.190","USA","APP","1","12320","408","95","4","1686239279236"
"192.168.0.220","EUR","APP","0","7780","266","114","5","1686239279239"
"192.168.0.230","ASI","FILE","2","8020","254","70","1","1686239279246"
"192.168.0.180","USA","index.html","2","12430","420","56","4","1686239279248"
"192.168.0.210","USA","FILE","0","8337","275","123","4","1686239279252"
"192.168.0.230","EUR","APP","0","8047","255","136","7","1686239279257"
"192.168.0.180","ASI","index.html","0","12449","421","115","2","1686239279260"
"192.168.0.210","EUR","index.html","2","8358","276","76","4","1686239279263"
"192.168.0.230","USA","index.html","0","8066","256","108","3","1686239279266"
"192.168.0.180","EUR","FILE","0","12477","422","123","4","1686239279268"
"192.168.0.220","USA","FILE","1","7812","267","119","3","1686239279271"
"192.168.0.240","USA","index.html","2","7989","272","74","3","1686239279275"
"192.168.0.180","ASI","APP","1","12505","423","111","2","1686239279279"
"192.168.0.200","USA","index.html","0","8716","287","158","4","1686239279282"
"192.168.0.230","USA","index.html","2","8096","257","40","3","1686239279286"
"192.168.0.190","EUR","APP","1","12346","409","82","6","1686239279291"
"192.168.0.200","EUR","index.html","1","8734","288","109","6","1686239279294"
"192.168.0.250","USA","APP","2","9048","302","41","4","1686239279297"
"192.168.0.180","USA","index.html","2","12530","424","53","3","1686239279300"
"192.168.0.220","ASI","index.html","0","7828","268","163","2","1686239279305"
"192.168.0.250","USA","FILE","0","9087","303","122","3","1686239279307"
"192.168.0.190","EUR","index.html","1","12368","410","78","7","1686239279311"
"192.168.0.220","ASI","FILE","1","7864","269","79","3","1686239279314"
"192.168.0.240","ASI","APP","0","8019","273","127","2","1686239279317"
"192.168.0.180","ASI","index.html","0","12547","425","149","3","1686239279322"
"192.168.0.200","ASI","FILE","1","8769","289","85","1","1686239279325"
"192.168.0.250","ASI","index.html","1","9107","304","94","3","1686239279328"
"192.168.0.180","ASI","index.html","2","12570","426","61","3","1686239279331"
"192.168.0.200","EUR","index.html","1","8787","290","116","4","1686239279335"
"192.168.0.250","ASI","APP","2","9141","305","72","3","1686239279338"
"192.168.0.190","EUR","APP","2","12405","411","41","4","1686239279342"
"192.168.0.220","USA","APP","1","7891","270","84","3","1686239279346"
"192.168.0.250","USA","FILE","0","9178","306","121","4","1686239279348"
"192.168.0.190","ASI","index.html","1","12426","412","81","2","1686239279352"
"192.168.0.210","ASI","index.html","1","8377","277","95","1","1686239279355"
"192.168.0.250","USA","FILE","2","9227","307","43","3","1686239279358"
"192.168.0.190","EUR","FILE","1","12473","413","81","4","1686239279361"
"192.168.0.220","ASI","FILE","1","7935","271","76","3","1686239279364"
"192.168.0.240","EUR","FILE","2","8050","274","77","4","1686239279369"
"192.168.0.190","USA","index.html","1","12492","414","104","4","1686239279373"
"192.168.0.200","USA","APP","2","8821","291","48","4","1686239279376"
"192.168.0.250","ASI","APP","1","9261","308","83","3","1686239279379"
"192.168.0.180","EUR","APP","2","12609","427","49","4","1686239279384"
"192.168.0.210","ASI","APP","2","8410","278","54","2","1686239279388"
"192.168.0.240","EUR","APP","1","8078","275","83","4","1686239279391"
"192.168.0.190","EUR","APP","1","12523","415","97","5","1686239279394"
"192.168.0.220","ASI","APP","0","7962","272","146","3","1686239279400"
"192.168.0.250","USA","FILE","1","9302","309","110","3","1686239279402"
"192.168.0.180","ASI","index.html","1","12628","428","101","1","1686239279406"
"192.168.0.200","USA","FILE","1","8854","292","118","3","1686239279409"
"192.168.0.250","EUR","index.html","2","9329","310","48","5","1686239279412"
"192.168.0.190","ASI","FILE","0","12570","416","126","1","1686239279417"
"192.168.0.200","ASI","APP","1","8881","293","100","1","1686239279420"
"192.168.0.240","EUR","index.html","0","8097","276","116","5","1686239279423"
"192.168.0.180","ASI","APP","0","12652","429","199","3","1686239279427"
"192.168.0.200","EUR","APP","2","8916","294","40","6","1686239279432"
"192.168.0.230","USA","APP","1","8124","258","81","4","1686239279435"
"192.168.0.190","EUR","FILE","1","12617","417","80","4","1686239279439"
"192.168.0.210","USA","index.html","0","8429","279","106","4","1686239279442"
"192.168.0.240","ASI","index.html","1","8118","277","81","3","1686239279447"
"192.168.0.180","EUR","index.html","2","12675","430","64","4","1686239279450"
"192.168.0.220","USA","index.html","2","7982","273","79","3","1686239279454"
"192.168.0.230","USA","APP","2","8156","259","50","3","1686239279457"
"192.168.0.190","USA","FILE","1","12653","418","83","3","1686239279460"
"192.168.0.210","ASI","APP","2","8464","280","68","1","1686239279465"
"192.168.0.250","ASI","APP","1","9354","311","93","1","1686239279468"
"192.168.0.180","USA","index.html","0","12692","431","145","4","1686239279472"
"192.168.0.200","ASI","APP","1","8943","295","110","2","1686239279476"
"192.168.0.230","ASI","FILE","1","8188","260","90","1","1686239279480"
"192.168.0.190","USA","APP","0","12682","419","147","4","1686239279483"
"192.168.0.220","EUR","FILE","0","8021","274","112","5","1686239279487"
"192.168.0.230","USA","FILE","0","8217","261","178","3","1686239279489"
"192.168.0.180","USA","FILE","0","12719","432","163","3","1686239279495"
"192.168.0.220","ASI","APP","2","8053","275","60","3","1686239279499"
"192.168.0.250","USA","FILE","0","9398","312","180","4","1686239279501"
"192.168.0.190","EUR","FILE","2","12733","420","47","4","1686239279504"
"192.168.0.210","ASI","index.html","1","8485","281","85","3","1686239279510"
"192.168.0.230","USA","APP","2","8246","262","65","3","1686239279514"
"192.168.0.180","EUR","APP","2","12752","433","60","4","1686239279516"
"192.168.0.220","USA","index.html","2","8075","276","67","3","1686239279520"
"192.168.0.250","ASI","index.html","0","9417","313","108","1","1686239279523"
"192.168.0.190","USA","FILE","2","12770","421","49","4","1686239279527"
"192.168.0.200","USA","FILE","0","8985","296","169","4","1686239279530"
"192.168.0.230","EUR","index.html","0","8263","263","152","7","1686239279534"
"192.168.0.190","ASI","FILE","2","12823","422","52","2","1686239279537"
"192.168.0.210","ASI","FILE","1","8520","282","81","2","1686239279541"
"192.168.0.250","USA","FILE","2","9468","314","68","4","1686239279544"
"192.168.0.180","EUR","index.html","1","12771","434","103","5","1686239279548"
"192.168.0.220","ASI","APP","0","8100","277","134","2","1686239279552"
"192.168.0.240","EUR","index.html","1","8137","278","103","5","1686239279557"
"192.168.0.190","USA","APP","2","12859","423","69","3","1686239279561"
"192.168.0.200","ASI","index.html","0","9001","297","160","1","1686239279564"
"192.168.0.230","EUR","APP","0","8286","264","144","6","1686239279568"
"192.168.0.190","EUR","FILE","1","12894","424","78","4","1686239279573"
"192.168.0.200","EUR","APP","0","9024","298","156","6","1686239279576"
"192.168.0.230","ASI","APP","0","8313","265","121","2","1686239279580"
"192.168.0.190","ASI","index.html","1","12915","425","83","1","1686239279583"
"192.168.0.200","USA","APP","1","9049","299","115","4","1686239279587"
"192.168.0.250","EUR","index.html","2","9492","315","58","6","1686239279591"
"192.168.0.180","USA","APP","2","12806","435","64","4","1686239279595"
"192.168.0.200","USA","FILE","2","9086","300","67","3","1686239279598"
"192.168.0.240","EUR","index.html","2","8159","279","66","6","1686239279603"
"192.168.0.190","USA","index.html","1","12934","426","102","4","1686239279606"
"192.168.0.220","ASI","APP","2","8141","278","43","1","1686239279610"
"192.168.0.230","ASI","FILE","0","8358","266","174","2","1686239279613"
"192.168.0.190","USA","FILE","0","12978","427","151","3","1686239279620"
"192.168.0.200","EUR","FILE","0","9112","301","190","4","1686239279623"
"192.168.0.230","ASI","index.html","0","8376","267","120","2","1686239279626"
"192.168.0.180","ASI","index.html","1","12825","436","102","1","1686239279629"
"192.168.0.200","USA","FILE","2","9165","302","45","3","1686239279633"
"192.168.0.250","USA","APP","2","9522","316","65","3","1686239279636"
"192.168.0.190","EUR","FILE","1","13006","428","119","4","1686239279640"
"192.168.0.210","USA","FILE","1","8553","283","86","4","1686239279643"
"192.168.0.240","USA","APP","2","8197","280","50","3","1686239279649"
"192.168.0.180","USA","index.html","2","12849","437","59","3","1686239279652"
"192.168.0.210","EUR","index.html","1","8572","284","100","4","1686239279655"
"192.168.0.250","EUR","index.html","0","9541","317","116","7","1686239279658"
"192.168.0.190","ASI","index.html","0","13023","429","141","1","1686239279664"
"192.168.0.210","EUR","APP","1","8600","285","100","4","1686239279668"
"192.168.0.240","EUR","index.html","1","8215","281","117","6","1686239279671"
"192.168.0.190","ASI","FILE","1","13058","430","98","1","1686239279674"
"192.168.0.220","EUR","FILE","1","8175","279","80","5","1686239279678"
"192.168.0.230","USA","index.html","1","8397","268","79","3","1686239279682"
"192.168.0.180","USA","APP","0","12881","438","106","4","1686239279685"
"192.168.0.220","ASI","APP","0","8198","280","165","2","1686239279689"
"192.168.0.230","USA","index.html","0","8414","269","135","4","1686239279692"
"192.168.0.190","ASI","APP","2","13088","431","68","2","1686239279698"
"192.168.0.200","EUR","FILE","1","9208","303","76","4","1686239279701"
"192.168.0.250","EUR","FILE","0","9577","318","101","7","1686239279704"
"192.168.0.190","EUR","FILE","0","13134","432","113","5","1686239279709"
"192.168.0.200","EUR","index.html","1","9226","304","110","5","1686239279713"
"192.168.0.250","USA","index.html","0","9593","319","157","3","1686239279716"
"192.168.0.190","ASI","index.html","0","13151","433","151","2","1686239279719"
"192.168.0.200","USA","index.html","0","9242","305","154","3","1686239279723"
"192.168.0.240","EUR","FILE","1","8261","282","85","4","1686239279726"
"192.168.0.190","USA","FILE","0","13191","434","132","3","1686239279730"
"192.168.0.220","ASI","index.html","2","8228","281","41","1","1686239279734"
"192.168.0.250","USA","FILE","2","9634","320","46","4","1686239279736"
"192.168.0.180","USA","FILE","1","12924","439","95","3","1686239279742"
"192.168.0.220","EUR","FILE","2","8279","282","48","7","1686239279746"
"192.168.0.230","EUR","FILE","2","8461","270","64","4","1686239279749"
"192.168.0.190","EUR","APP","2","13222","435","73","4","1686239279752"
"192.168.0.210","USA","APP","1","8632","286","104","3","1686239279759"
"192.168.0.230","USA","APP","0","8487","271","169","4","1686239279763"
"192.168.0.180","ASI","FILE","2","12961","440","57","1","1686239279765"
"192.168.0.220","ASI","index.html","0","8294","283","185","3","1686239279769"
"192.168.0.230","EUR","FILE","0","8531","272","143","6","1686239279773"
"192.168.0.180","USA","FILE","1","13009","441","77","3","1686239279776"
"192.168.0.210","ASI","APP","0","8663","287","119","2","1686239279779"
"192.168.0.250","ASI","FILE","0","9672","321","161","3","1686239279783"
"192.168.0.190","USA","FILE","2","13260","436","61","3","1686239279789"
"192.168.0.200","USA","APP","2","9280","306","54","4","1686239279792"
"192.168.0.250","USA","FILE","0","9699","322","158","3","1686239279795"
"192.168.0.180","ASI","APP","0","13032","442","198","3","1686239279798"
"192.168.0.200","EUR","APP","2","9313","307","74","4","1686239279803"
"192.168.0.230","USA","APP","2","8565","273","70","4","1686239279807"
"192.168.0.190","EUR","index.html","1","13278","437","116","5","1686239279810"
"192.168.0.220","ASI","APP","1","8324","284","109","1","1686239279813"
"192.168.0.230","EUR","APP","2","8601","274","57","7","1686239279818"
"192.168.0.180","ASI","APP","1","13057","443","106","2","1686239279821"
"192.168.0.220","EUR","APP","0","8349","285","128","7","1686239279824"
"192.168.0.230","USA","APP","1","8625","275","113","3","1686239279827"
"192.168.0.180","USA","APP","2","13087","444","57","4","1686239279830"
"192.168.0.210","USA","index.html","2","8685","288","67","3","1686239279838"
"192.168.0.240","ASI","index.html","1","8279","283","112","1","1686239279841"
"192.168.0.190","ASI","FILE","2","13321","438","78","3","1686239279845"
"192.168.0.220","USA","APP","0","8374","286","142","3","1686239279849"
"192.168.0.240","EUR","APP","0","8302","284","145","6","1686239279851"
"192.168.0.190","EUR","index.html","2","13345","439","57","5","1686239279855"
"192.168.0.210","ASI","index.html","0","8701","289","157","2","1686239279859"
"192.168.0.250","ASI","APP","1","9728","323","101","2","1686239279864"
"192.168.0.190","EUR","APP","0","13367","440","165","6","1686239279868"
"192.168.0.210","ASI","FILE","1","8729","290","118","3","1686239279870"
"192.168.0.240","EUR","FILE","2","8354","285","50","4","1686239279873"
"192.168.0.190","ASI","FILE","2","13413","441","60","1","1686239279878"
"192.168.0.220","ASI","FILE","2","8420","287","67","1","1686239279882"
"192.168.0.230","USA","FILE","0","8662","276","172","4","1686239279885"
"192.168.0.190","ASI","FILE","1","13449","442","119","2","1686239279888"
"192.168.0.210","EUR","APP","2","8761","291","57","5","1686239279892"
"192.168.0.230","ASI","index.html","0","8679","277","141","2","1686239279896"
"192.168.0.180","USA","APP","2","13120","445","52","4","1686239279899"
"192.168.0.220","EUR","FILE","0","8458","288","103","5","1686239279903"
"192.168.0.230","ASI","APP","2","8717","278","50","2","1686239279906"
"192.168.0.190","ASI","FILE","1","13483","443","95","2","1686239279915"
"192.168.0.210","USA","index.html","0","8776","292","197","3","1686239279921"
"192.168.0.230","USA","index.html","2","8747","279","41","4","1686239279928"
"192.168.0.180","EUR","APP","1","13154","446","88","5","1686239279931"
"192.168.0.210","ASI","index.html","1","8796","293","91","1","1686239279934"
"192.168.0.250","USA","FILE","1","9763","324","81","3","1686239279938"
"192.168.0.180","EUR","index.html","2","13175","447","70","7","1686239279941"
"192.168.0.220","ASI","APP","2","8493","289","64","3","1686239279945"
"192.168.0.230","ASI","FILE","1","8794","280","115","2","1686239279950"
"192.168.0.190","USA","APP","0","13509","444","114","3","1686239279954"
"192.168.0.220","USA","FILE","1","8538","290","118","4","1686239279959"
"192.168.0.230","ASI","index.html","1","8812","281","117","3","1686239279962"
"192.168.0.190","ASI","APP","1","13541","445","93","3","1686239279965"
"192.168.0.210","ASI","FILE","0","8837","294","179","1","1686239279969"
"192.168.0.240","ASI","FILE","2","8398","286","71","2","1686239279976"
"192.168.0.190","USA","FILE","2","13581","446","60","3","1686239279979"
"192.168.0.200","ASI","FILE","1","9344","308","81","2","1686239279983"
"192.168.0.250","USA","FILE","0","9809","325","137","3","1686239279987"
"192.168.0.180","ASI","FILE","0","13212","448","146","1","1686239279990"
"192.168.0.210","ASI","APP","0","8867","295","165","3","1686239279993"
"192.168.0.250","ASI","FILE","0","9855","326","132","1","1686239279996"
"192.168.0.190","USA","FILE","2","13624","447","48","4","1686239280002"
"192.168.0.210","EUR","APP","1","8891","296","110","5","1686239280005"
"192.168.0.240","USA","APP","1","8432","287","87","4","1686239280008"
"192.168.0.190","USA","APP","0","13653","448","141","4","1686239280011"
"192.168.0.220","EUR","index.html","1","8556","291","107","6","1686239280016"
"192.168.0.230","EUR","index.html","1","8833","282","85","7","1686239280020"
"192.168.0.180","USA","APP","0","13232","449","183","3","1686239280023"
"192.168.0.200","EUR","FILE","1","9387","309","114","7","1686239280027"
"192.168.0.230","EUR","APP","1","8858","283","96","5","1686239280032"
"192.168.0.180","USA","index.html","2","13260","450","45","3","1686239280035"
"192.168.0.200","USA","FILE","1","9421","310","86","4","1686239280038"
"192.168.0.250","USA","index.html","2","9876","327","70","4","1686239280041"
"192.168.0.180","USA","FILE","0","13305","451","174","3","1686239280046"
"192.168.0.210","EUR","FILE","1","8931","297","92","6","1686239280050"
"192.168.0.230","EUR","FILE","2","8900","284","55","6","1686239280053"
"192.168.0.190","USA","FILE","0","13681","449","185","3","1686239280057"
"192.168.0.210","USA","FILE","2","8964","298","72","3","1686239280061"
"192.168.0.240","EUR","APP","0","8457","288","192","4","1686239280064"
"192.168.0.180","ASI","FILE","1","13350","452","106","2","1686239280068"
"192.168.0.200","ASI","index.html","1","9439","311","108","2","1686239280071"
"192.168.0.240","ASI","FILE","1","8487","289","114","2","1686239280074"
"192.168.0.190","EUR","FILE","2","13717","450","68","4","1686239280079"
"192.168.0.210","EUR","FILE","1","9011","299","109","6","1686239280082"
"192.168.0.230","ASI","FILE","1","8945","285","115","3","1686239280086"
"192.168.0.180","EUR","index.html","2","13371","453","76","5","1686239280089"
"192.168.0.220","USA","index.html","0","8575","292","115","3","1686239280095"
"192.168.0.250","EUR","index.html","0","9891","328","182","6","1686239280098"
"192.168.0.190","EUR","index.html","1","13736","451","105","7","1686239280101"
"192.168.0.200","USA","APP","1","9468","312","98","3","1686239280104"
"192.168.0.240","USA","FILE","0","8519","290","172","4","1686239280107"
"192.168.0.180","USA","FILE","0","13400","454","153","4","1686239280115"
"192.168.0.210","USA","FILE","0","9043","300","151","4","1686239280118"
"192.168.0.250","ASI","APP","2","9932","329","44","3","1686239280121"
"192.168.0.180","EUR","FILE","0","13440","455","103","5","1686239280126"
"192.168.0.210","USA","APP","1","9074","301","118","3","1686239280129"
"192.168.0.240","USA","FILE","0","8562","291","182","3","1686239280132"
"192.168.0.180","USA","APP","1","13469","456","117","3","1686239280135"
"192.168.0.200","USA","index.html","0","9484","313","162","4","1686239280139"
"192.168.0.240","ASI","index.html","0","8578","292","159","3","1686239280143"
"192.168.0.180","USA","FILE","1","13506","457","118","3","1686239280146"
"192.168.0.200","ASI","index.html","1","9503","314","103","3","1686239280149"
"192.168.0.240","ASI","index.html","0","8598","293","103","2","1686239280151"
"192.168.0.190","EUR","FILE","0","13764","452","184","7","1686239280157"
"192.168.0.200","USA","index.html","2","9533","315","40","4","1686239280161"
"192.168.0.250","USA","index.html","2","9953","330","74","3","1686239280164"
"192.168.0.190","EUR","FILE","0","13789","453","191","7","1686239280167"
"192.168.0.220","USA","APP","1","8599","293","114","3","1686239280172"
"192.168.0.240","EUR","FILE","0","8634","294","194","6","1686239280175"
"192.168.0.180","ASI","APP","0","13531","458","140","1","1686239280179"
"192.168.0.210","ASI","APP","2","9106","302","49","2","1686239280182"
"192.168.0.250","EUR","FILE","2","10000","331","54","7","1686239280187"
"192.168.0.180","ASI","APP","2","13563","459","63","3","1686239280191"
"192.168.0.210","USA","APP","2","9138","303","59","4","1686239280194"
"192.168.0.240","USA","FILE","2","8674","295","77","3","1686239280196"
"192.168.0.180","USA","APP","0","13589","460","135","3","1686239280201"
"192.168.0.220","EUR","APP","1","8623","294","103","4","1686239280205"
"192.168.0.230","ASI","FILE","2","8986","286","69","1","1686239280208"
"192.168.0.190","ASI","APP","0","13810","454","167","3","1686239280212"
"192.168.0.200","ASI","index.html","0","9548","316","198","3","1686239280217"
"192.168.0.230","EUR","index.html","0","9002","287","170","4","1686239280220"
"192.168.0.190","EUR","APP","2","13848","455","40","5","1686239280223"
"192.168.0.200","USA","index.html","0","9566","317","123","3","1686239280226"
"192.168.0.250","EUR","APP","1","10033","332","87","7","1686239280230"
"192.168.0.180","USA","APP","1","13618","461","79","4","1686239280234"
"192.168.0.210","EUR","index.html","0","9155","304","151","7","1686239280238"
"192.168.0.250","EUR","index.html","2","10054","333","73","5","1686239280240"
"192.168.0.180","USA","FILE","2","13663","462","79","4","1686239280243"
"192.168.0.210","USA","APP","2","9187","305","74","4","1686239280247"
"192.168.0.240","EUR","FILE","1","8706","296","106","4","1686239280251"
"192.168.0.190","ASI","APP","2","13881","456","47","3","1686239280254"
"192.168.0.220","EUR","APP","0","8650","295","105","6","1686239280258"
"192.168.0.240","ASI","index.html","0","8724","297","133","2","1686239280261"
"192.168.0.190","EUR","index.html","0","13897","457","164","6","1686239280265"
"192.168.0.210","ASI","FILE","0","9216","306","106","1","1686239280268"
"192.168.0.230","ASI","APP","2","9045","288","40","1","1686239280272"
"192.168.0.180","USA","APP","2","13690","463","78","3","1686239280275"
"192.168.0.220","USA","index.html","1","8668","296","117","3","1686239280280"
"192.168.0.250","USA","index.html","2","10074","334","77","4","1686239280283"
"192.168.0.180","USA","APP","1","13719","464","77","3","1686239280286"
"192.168.0.220","USA","APP","2","8705","297","48","3","1686239280289"
"192.168.0.230","EUR","APP","2","9076","289","60","6","1686239280292"
"192.168.0.180","EUR","APP","2","13750","465","57","7","1686239280297"
"192.168.0.220","EUR","APP","2","8745","298","42","4","1686239280300"
"192.168.0.250","ASI","FILE","2","10124","335","44","2","1686239280303"
"192.168.0.180","ASI","FILE","0","13783","466","178","1","1686239280306"
"192.168.0.200","USA","index.html","1","9585","318","103","3","1686239280309"
"192.168.0.230","EUR","index.html","2","9100","290","57","4","1686239280314"
"192.168.0.190","ASI","FILE","0","13925","458","163","2","1686239280317"
"192.168.0.210","ASI","index.html","1","9238","307","76","3","1686239280321"
"192.168.0.230","EUR","APP","2","9130","291","70","4","1686239280324"
"192.168.0.190","EUR","FILE","1","13971","459","102","7","1686239280328"
"192.168.0.200","EUR","FILE","0","9624","319","199","5","1686239280332"
"192.168.0.250","USA","APP","0","10153","336","151","3","1686239280335"
"192.168.0.180","USA","FILE","2","13820","467","47","4","1686239280339"
"192.168.0.200","ASI","FILE","2","9664","320","60","1","1686239280344"
"192.168.0.230","EUR","index.html","0","9148","292","133","5","1686239280348"
"192.168.0.190","USA","FILE","1","14014","460","93","4","1686239280351"
